[Algeria] (25 players)
  Mehdi Taremi                   | # 9 | ST   | Olympiacos
  Mehdi Ghayedi                  | #10 | ST   | Al Nasr
  Ali Alipour                    | #11 | ST   | Persepolis
  Payam Niazmand                 | #12 | GK   | Persepolis
  Hossein Kanaanizadegan         | #13 | CB   | Persepolis
  Saman Ghoddos                  | #14 | CM   | Kalba
  Rouzbeh Cheshmi                | #15 | CM   | Esteghlal
  Mehdi Torabi                   | #16 | CM   | Tractor
  Aria Yousefi                   | #17 | CB   | Sepahan
  Amirhossein Hosseinzadeh       | #18 | ST   | Tractor
  Ali Nemati                     | #19 | CB   | Foolad
  Shahriyar Moghanlou            | #20 | ST   | Kalba
  Mohammad Ghorbani              | #21 | CM   | Al Wahda
  Hossein Hosseini               | #22 | GK   | Sepahan
  Ramin Rezaeian                 | #23 | CB   | Foolad
  Dennis Eckert                  | #24 | ST   | Standard Liège
  Danial Eiri                    | #25 | CB   | Malavan
  Amirmohammad Razzaghinia       | #26 | CM   | Esteghlal

[Iraq] (26 players)
  Fahad Talib                    | # 1 | GK   | Al-Talaba
  Rebin Sulaka                   | # 2 | CB   | Port
  Hussein Ali                    | # 3 | CB   | Pogoń Szczecin
  Zaid Tahseen                   | # 4 | CB   | Pakhtakor
  Akam Hashim                    | # 5 | CB   | Al-Zawraa
  Manaf Younis                   | # 6 | CB   | Al-Shorta
  Youssef Amyn                   | # 7 | CM   | AEK Larnaca
  Ibrahim Bayesh                 | # 8 | CM   | Al Dhafra
  Ali Al-Hamadi                  | # 9 | ST   | Luton Town
  Mohanad Ali                    | #10 | ST   | Dibba
  Ahmed Qasem                    | #11 | ST   | Nashville SC
  Jalal Hassan                   | #12 | GK   | Al-Zawraa
  Ali Yousif                     | #13 | ST   | Al-Talaba
  Zidane Iqbal                   | #14 | CM   | Utrecht
  Ahmed Yahya                    | #15 | CB   | Al-Shorta
  Amir Al-Ammari                 | #16 | CM   | Cracovia
  Ali Jasim                      | #17 | ST   | Al-Najma
  Aymen Hussein                  | #18 | ST   | Al-Karma
  Kevin Yakob                    | #19 | CM   | AGF
  Aimar Sher                     | #20 | CM   | Sarpsborg 08
  Marko Farji                    | #21 | ST   | Venezia
  Ahmed Basil                    | #22 | GK   | Al-Shorta
  Merchas Doski                  | #23 | CB   | Viktoria Plzeň
  Zaid Ismail                    | #24 | CM   | Al-Talaba
  Mustafa Saadoon                | #25 | CB   | Al-Shorta
  Frans Putros                   | #26 | CB   | Persib

[Ivory Coast] (24 players)
  Yahia Fofana                   | # 1 | GK   | Çaykur Rizespor
  Ousmane Diomande               | # 2 | CB   | Sporting CP
  Ghislain Konan                 | # 3 | CB   | Gil Vicente
  Jean Michaël Seri              | # 4 | CM   | Maribor
  Wilfried Singo                 | # 5 | CB   | Galatasaray
  Seko Fofana                    | # 6 | CM   | Porto
  Odilon Kossounou               | # 7 | CB   | Atalanta
  Franck Kessié                  | # 8 | CM   | Al-Ahli
  Ange-Yoan Bonny                | # 9 | ST   | Inter Milan
  Simon Adingra                  | #10 | ST   | Monaco
  Yan Diomande                   | #11 | ST   | RB Leipzig
  Elye Wahi                      | #12 | ST   | Nice
  Christopher Opéri              | #13 | CB   | İstanbul Başakşehir
  Oumar Diakité                  | #14 | ST   | Cercle Brugge
  Mohamed Koné                   | #16 | GK   | Charleroi
  Guéla Doué                     | #17 | CB   | Strasbourg
  Ibrahim Sangaré                | #18 | CM   | Nottingham Forest
  Nicolas Pépé                   | #19 | ST   | Villarreal
  Emmanuel Agbadou               | #20 | CB   | Beşiktaş
  Evan Ndicka                    | #21 | CB   | Roma
  Alban Lafont                   | #23 | GK   | Panathinaikos
  Bazoumana Touré                | #24 | ST   | TSG Hoffenheim
  Parfait Guiagon                | #25 | CM   | Charleroi
  Christ Inao Oulaï              | #26 | CM   | Trabzonspor

[Japan] (25 players)
  Zion Suzuki                    | # 1 | GK   | Parma
  Yukinari Sugawara              | # 2 | CB   | Werder Bremen
  Shōgo Taniguchi                | # 3 | CB   | Sint-Truiden
  Kō Itakura                     | # 4 | CB   | Ajax
  Yūto Nagatomo                  | # 5 | CB   | FC Tokyo
  Wataru Endo                    | # 6 | CM   | Liverpool
  Ao Tanaka                      | # 7 | CM   | Leeds United
  Takefusa Kubo                  | # 8 | CM   | Real Sociedad
  Keisuke Gotō                   | # 9 | ST   | Sint-Truiden
  Ritsu Dōan                     | #10 | CM   | Eintracht Frankfurt
  Daizen Maeda                   | #11 | CM   | Celtic
  Keisuke Ōsako                  | #12 | GK   | Sanfrecce Hiroshima
  Keito Nakamura                 | #13 | CM   | Reims
  Junya Itō                      | #14 | CM   | Genk
  Tsuyoshi Watanabe              | #16 | CB   | Feyenoord
  Yuito Suzuki                   | #17 | CM   | SC Freiburg
  Ayase Ueda                     | #18 | ST   | Feyenoord
  Kōki Ogawa                     | #19 | ST   | NEC
  Ayumu Seko                     | #20 | CB   | Le Havre
  Hiroki Itō                     | #21 | CB   | Bayern Munich
  Takehiro Tomiyasu              | #22 | CB   | Ajax
  Tomoki Hayakawa                | #23 | GK   | Kashima Antlers
  Kaishū Sano                    | #24 | CM   | Mainz 05
  Junnosuke Suzuki               | #25 | CB   | Copenhagen
  Kento Shiogai                  | #26 | ST   | VfL Wolfsburg

[Jordan] (26 players)
  Yazeed Abulaila                | # 1 | GK   | Al-Hussein
  Mohammad Abu Hashish           | # 2 | CB   | Al-Karma
  Abdallah Nasib                 | # 3 | CB   | Al-Zawraa
  Husam Abu Dahab                | # 4 | CB   | Al-Faisaly
  Yazan Al-Arab                  | # 5 | CB   | FC Seoul
  Amer Jamous                    | # 6 | CM   | Al-Zawraa
  Mohammad Abu Zrayq             | # 7 | ST   | Raja Casablanca
  Noor Al-Rawabdeh               | # 8 | CM   | Selangor
  Ali Olwan                      | # 9 | ST   | Al-Sailiya
  Musa Al-Taamari                | #10 | ST   | Rennes
  Odeh Al-Fakhouri               | #11 | ST   | Pyramids
  Nour Bani Attiah               | #12 | GK   | Al-Faisaly
  Mahmoud Al-Mardi               | #13 | ST   | Al-Hussein
  Rajaei Ayed                    | #14 | CM   | Al-Hussein
  Ibrahim Sadeh                  | #15 | CM   | Al-Karma
  Mo Abualnadi                   | #16 | CB   | Selangor
  Salim Obaid                    | #17 | CB   | Al-Hussein
  Ibrahim Sabra                  | #18 | ST   | Lokomotiva Zagreb
  Saed Al-Rosan                  | #19 | CB   | Al-Hussein
  Mohannad Abu Taha              | #20 | CM   | Al-Quwa Al-Jawiya
  Nizar Al-Rashdan               | #21 | CM   | Qatar SC
  Abdallah Al-Fakhouri           | #22 | GK   | Al-Wehdat
  Ihsan Haddad                   | #23 | CB   | Al-Hussein
  Ali Azaizeh                    | #24 | ST   | Al-Shabab
  Mohammad Al-Dawoud             | #25 | CM   | Al-Wehdat
  Anas Badawi                    | #26 | CB   | Al-Faisaly

[Mexico] (26 players)
  Raúl Rangel                    | # 1 | GK   | Guadalajara
  Jorge Sánchez                  | # 2 | CB   | PAOK
  César Montes                   | # 3 | CB   | Lokomotiv Moscow
  Edson Álvarez                  | # 4 | CB   | Fenerbahçe
  Johan Vásquez                  | # 5 | CB   | Genoa
  Érik Lira                      | # 6 | CM   | Cruz Azul
  Luis Romo                      | # 7 | CM   | Guadalajara
  Álvaro Fidalgo                 | # 8 | CM   | Real Betis
  Raúl Jiménez                   | # 9 | ST   | Fulham
  Alexis Vega                    | #10 | ST   | Toluca
  Santiago Giménez               | #11 | ST   | Milan
  Carlos Acevedo                 | #12 | GK   | Santos Laguna
  Guillermo Ochoa                | #13 | GK   | AEL Limassol
  Armando González               | #14 | ST   | Guadalajara
  Israel Reyes                   | #15 | CB   | América
  Julián Quiñones                | #16 | ST   | Al-Qadsiah
  Orbelín Pineda                 | #17 | CM   | AEK Athens
  Obed Vargas                    | #18 | CM   | Atlético Madrid
  Gilberto Mora                  | #19 | CM   | Tijuana
  Mateo Chávez                   | #20 | CB   | AZ
  César Huerta                   | #21 | ST   | Anderlecht
  Guillermo Martínez             | #22 | ST   | Pumas UNAM
  Jesús Gallardo                 | #23 | CB   | Toluca
  Luis Chávez                    | #24 | CM   | Dynamo Moscow
  Roberto Alvarado               | #25 | ST   | Guadalajara
  Brian Gutiérrez                | #26 | CM   | Guadalajara

[Morocco] (23 players)
  Yassine Bounou                 | # 1 | GK   | Al-Hilal
  Achraf Hakimi                  | # 2 | CB   | Paris Saint-Germain
  Sofyan Amrabat                 | # 4 | CM   | Real Betis
  Nayef Aguerd                   | # 5 | CB   | Marseille
  Ayyoub Bouaddi                 | # 6 | CM   | Lille
  Azzedine Ounahi                | # 8 | CM   | Girona
  Soufiane Rahimi                | # 9 | ST   | Al Ain
  Brahim Díaz                    | #10 | ST   | Real Madrid
  Ismael Saibari                 | #11 | CM   | PSV Eindhoven
  Munir Mohamedi                 | #12 | GK   | RS Berkane
  Zakaria El Ouahdi              | #13 | CB   | Genk
  Samir El Mourabet              | #15 | CM   | Strasbourg
  Gessime Yassine                | #16 | CM   | Strasbourg
  Abde Ezzalzouli                | #17 | ST   | Real Betis
  Chadi Riad                     | #18 | CB   | Crystal Palace
  Youssef Belammari              | #19 | CB   | Al Ahly
  Ayoub El Kaabi                 | #20 | ST   | Olympiacos
  Ayoube Amaimouni               | #21 | ST   | Eintracht Frankfurt
  Ahmed Reda Tagnaouti           | #22 | GK   | AS FAR
  Bilal El Khannouss             | #23 | CM   | VfB Stuttgart
  Neil El Aynaoui                | #24 | CM   | Roma
  Redouane Halhal                | #25 | CB   | Mechelen
  Anass Salah-Eddine             | #26 | CB   | PSV Eindhoven

[Netherlands] (12 players)
  Marten de Roon                 | # 3 | CM   | Atalanta
  Wout Weghorst                  | # 9 | ST   | Ajax
  Memphis Depay                  | #10 | ST   | Corinthians
  Micky van de Ven               | #15 | CB   | Tottenham Hotspur
  Guus Til                       | #16 | CM   | PSV Eindhoven
  Noa Lang                       | #17 | ST   | Galatasaray
  Donyell Malen                  | #18 | ST   | Roma
  Teun Koopmeiners               | #20 | CM   | Juventus
  Frenkie de Jong                | #21 | CM   | Barcelona
  Denzel Dumfries                | #22 | CB   | Inter Milan
  Mark Flekken                   | #23 | GK   | Bayer Leverkusen
  Quinten Timber                 | #26 | CM   | Marseille

[New Zealand] (26 players)
  Max Crocombe                   | # 1 | GK   | Millwall
  Tim Payne                      | # 2 | CB   | Wellington Phoenix
  Francis de Vries               | # 3 | CB   | Auckland FC
  Tyler Bindon                   | # 4 | CB   | Sheffield United
  Michael Boxall                 | # 5 | CB   | Minnesota United FC
  Joe Bell                       | # 6 | CM   | Viking
  Matthew Garbett                | # 7 | CM   | Peterborough United
  Marko Stamenić                 | # 8 | CM   | Swansea City
  Chris Wood                     | # 9 | ST   | Nottingham Forest
  Sarpreet Singh                 | #10 | CM   | Wellington Phoenix
  Elijah Just                    | #11 | CM   | Motherwell
  Alex Paulsen                   | #12 | GK   | Lechia Gdańsk
  Liberato Cacace                | #13 | CB   | Wrexham
  Alex Rufer                     | #14 | CM   | Wellington Phoenix
  Nando Pijnaker                 | #15 | CB   | Auckland FC
  Finn Surman                    | #16 | CB   | Portland Timbers
  Kosta Barbarouses              | #17 | ST   | Western Sydney Wanderers
  Ben Waine                      | #18 | ST   | Port Vale
  Ben Old                        | #19 | CM   | Saint-Étienne
  Callum McCowatt                | #20 | CM   | Silkeborg
  Jesse Randall                  | #21 | ST   | Auckland FC
  Michael Woud                   | #22 | GK   | Auckland FC
  Ryan Thomas                    | #23 | CM   | PEC Zwolle
  Callan Elliot                  | #24 | CB   | Auckland FC
  Lachlan Bayliss                | #25 | CM   | Newcastle Jets
  Tommy Smith                    | #26 | CB   | Braintree Town

[Norway] (20 players)
  Ørjan Nyland                   | # 1 | GK   | Sevilla
  Morten Thorsby                 | # 2 | CM   | Cremonese
  Leo Østigård                   | # 4 | CB   | Genoa
  David Møller Wolfe             | # 5 | CB   | Wolverhampton Wanderers
  Patrick Berg                   | # 6 | CM   | Bodø/Glimt
  Alexander Sørloth              | # 7 | ST   | Atlético Madrid
  Sander Tangvik                 | #12 | GK   | Hamburger SV
  Egil Selvik                    | #13 | GK   | Watford
  Fredrik Aursnes                | #14 | CM   | Benfica
  Fredrik André Bjørkan          | #15 | CB   | Bodø/Glimt
  Marcus Holmgren Pedersen       | #16 | CB   | Torino
  Torbjørn Heggem                | #17 | CB   | Bologna
  Kristian Thorstvedt            | #18 | CM   | Sassuolo
  Thelo Aasgaard                 | #19 | CM   | Rangers
  Antonio Nusa                   | #20 | ST   | RB Leipzig
  Andreas Schjelderup            | #21 | CM   | Benfica
  Jens Petter Hauge              | #23 | CM   | Bodø/Glimt
  Sondre Langås                  | #24 | CB   | Derby County
  Henrik Falchener               | #25 | CB   | Viking
  Julian Ryerson                 | #26 | ST   | Borussia Dortmund

[Panama] (26 players)
  Luis Mejía                     | # 1 | GK   | Nacional
  César Blackman                 | # 2 | CB   | Slovan Bratislava
  José Córdoba                   | # 3 | CB   | Norwich City
  Fidel Escobar                  | # 4 | CB   | Saprissa
  Edgardo Fariña                 | # 5 | CB   | Pari Nizhny Novgorod
  Cristian Martínez              | # 6 | CM   | Ironi Kiryat Shmona
  José Luis Rodríguez            | # 7 | CM   | Juárez
  Adalberto Carrasquilla         | # 8 | CM   | UNAM
  Tomás Rodríguez                | # 9 | ST   | Saprissa
  Ismael Díaz                    | #10 | CM   | León
  Yoel Bárcenas                  | #11 | CM   | Mazatlán
  César Samudio                  | #12 | GK   | Marathón
  Jiovany Ramos                  | #13 | CB   | Puerto Cabello
  Carlos Harvey                  | #14 | CB   | Minnesota United FC
  Eric Davis                     | #15 | CB   | Plaza Amador
  Andrés Andrade                 | #16 | CB   | LASK
  José Fajardo                   | #17 | ST   | Universidad Católica
  Cecilio Waterman               | #18 | ST   | Universidad de Concepción
  Alberto Quintero               | #19 | CM   | Plaza Amador
  Aníbal Godoy                   | #20 | CM   | San Diego FC
  César Yanis                    | #21 | CM   | Cobresal
  Orlando Mosquera               | #22 | GK   | Al-Fayha
  Michael Amir Murillo           | #23 | CB   | Beşiktaş
  Azarias Londoño                | #24 | ST   | Universidad Católica
  Roderick Miller                | #25 | CB   | Turan Tovuz
  Jorge Gutiérrez                | #26 | CB   | Deportivo La Guaira

[Paraguay] (25 players)
  Gatito Fernández               | # 1 | GK   | Cerro Porteño
  Gustavo Velázquez              | # 2 | CB   | Cerro Porteño
  Juan José Cáceres              | # 4 | CB   | Dynamo Moscow
  Fabián Balbuena                | # 5 | CB   | Grêmio
  Júnior Alonso                  | # 6 | CB   | Atlético Mineiro
  Ramón Sosa                     | # 7 | CM   | Palmeiras
  Diego Gómez                    | # 8 | CM   | Brighton & Hove Albion
  Antonio Sanabria               | # 9 | ST   | Cremonese
  Miguel Almirón                 | #10 | CM   | Atlanta United FC
  Maurício                       | #11 | CM   | Palmeiras
  Orlando Gill                   | #12 | GK   | San Lorenzo
  José Canale                    | #13 | CB   | Lanús
  Andrés Cubas                   | #14 | CM   | Vancouver Whitecaps FC
  Gustavo Gómez                  | #15 | CB   | Palmeiras
  Damián Bobadilla               | #16 | CM   | São Paulo
  Kaku                           | #17 | ST   | Al Ain
  Álex Arce                      | #18 | ST   | Independiente Rivadavia
  Julio Enciso                   | #19 | ST   | Strasbourg
  Braian Ojeda                   | #20 | CM   | Orlando City SC
  Gabriel Ávalos                 | #21 | ST   | Independiente
  Gastón Olveira                 | #22 | GK   | Olimpia
  Matías Galarza                 | #23 | CM   | Atlanta United FC
  Gustavo Caballero              | #24 | CM   | Portsmouth
  Isidro Pitta                   | #25 | ST   | Red Bull Bragantino
  Alexandro Maidana              | #26 | CB   | Talleres

[Portugal] (21 players)
  Diogo Costa                    | # 1 | GK   | Porto
  Nélson Semedo                  | # 2 | CB   | Fenerbahçe
  Tomás Araújo                   | # 4 | CB   | Benfica
  Diogo Dalot                    | # 5 | CB   | Manchester United
  Cristiano Ronaldo              | # 7 | ST   | Al-Nassr
  Gonçalo Ramos                  | # 9 | ST   | Paris Saint-Germain
  João Félix                     | #11 | ST   | Al-Nassr
  José Sá                        | #12 | GK   | Wolverhampton Wanderers
  Renato Veiga                   | #13 | CB   | Villarreal
  Gonçalo Inácio                 | #14 | CB   | Sporting CP
  João Neves                     | #15 | CM   | Paris Saint-Germain
  Francisco Trincão              | #16 | ST   | Sporting CP
  Rafael Leão                    | #17 | ST   | Milan
  Gonçalo Guedes                 | #19 | ST   | Real Sociedad
  João Cancelo                   | #20 | CB   | Barcelona
  Rúben Neves                    | #21 | CM   | Al-Hilal
  Rui Silva                      | #22 | GK   | Sporting CP
  Vitinha                        | #23 | CM   | Paris Saint-Germain
  Samú Costa                     | #24 | CB   | Mallorca
  Nuno Mendes                    | #25 | CB   | Paris Saint-Germain
  Francisco Conceição            | #26 | ST   | Juventus

[Qatar] (26 players)
  Mahmud Abunada                 | # 1 | GK   | Al-Rayyan
  Pedro Miguel                   | # 2 | CB   | Al-Sadd
  Lucas Mendes                   | # 3 | CB   | Al-Wakrah
  Issa Laye                      | # 4 | CB   | Al-Arabi
  Jassem Gaber                   | # 5 | CB   | Al-Rayyan
  Abdulaziz Hatem                | # 6 | CM   | Al-Rayyan
  Ahmed Alaaeldin                | # 7 | ST   | Al-Rayyan
  Edmilson Junior                | # 8 | ST   | Al-Duhail
  Mohammed Muntari               | # 9 | ST   | Al-Gharafa
  Hassan Al-Haydos               | #10 | ST   | Al-Sadd
  Akram Afif                     | #11 | ST   | Al-Sadd
  Karim Boudiaf                  | #12 | CM   | Al-Duhail
  Ayoub Al-Oui                   | #13 | CB   | Al-Gharafa
  Homam Ahmed                    | #14 | CB   | Cultural Leonesa
  Yusuf Abdurisag                | #15 | ST   | Al-Wakrah
  Boualem Khoukhi                | #16 | CB   | Al-Sadd
  Ahmed Al-Ganehi                | #17 | CM   | Al-Gharafa
  Sultan Al-Brake                | #18 | CB   | Al-Duhail
  Almoez Ali                     | #19 | ST   | Al-Duhail
  Ahmed Fathy                    | #20 | CM   | Al-Arabi
  Salah Zakaria                  | #21 | GK   | Al-Duhail
  Meshaal Barsham                | #22 | GK   | Al-Sadd
  Assim Madibo                   | #23 | CM   | Al-Wakrah
  Tahsin Jamshid                 | #24 | ST   | Al-Duhail
  Al-Hashmi Al-Hussain           | #25 | CB   | Al-Arabi
  Mohamed Manai                  | #26 | ST   | Al-Shamal

[Saudi Arabia] (26 players)
  Nawaf Al-Aqidi                 | # 1 | GK   | Al-Nassr
  Ali Majrashi                   | # 2 | CB   | Al-Ahli
  Ali Lajami                     | # 3 | CB   | Al-Hilal
  Abdulelah Al-Amri              | # 4 | CB   | Al-Nassr
  Hassan Al-Tambakti             | # 5 | CB   | Al-Hilal
  Nasser Al-Dawsari              | # 6 | CM   | Al-Hilal
  Musab Al-Juwayr                | # 7 | CM   | Al-Qadsiah
  Ayman Yahya                    | # 8 | ST   | Al-Nassr
  Firas Al-Buraikan              | # 9 | ST   | Al-Ahli
  Salem Al-Dawsari               | #10 | ST   | Al-Hilal
  Saleh Al-Shehri                | #11 | ST   | Al-Ittihad
  Saud Abdulhamid                | #12 | CB   | Lens
  Nawaf Boushal                  | #13 | CB   | Al-Nassr
  Hassan Kadesh                  | #14 | CB   | Al-Ittihad
  Abdullah Al-Khaibari           | #15 | CM   | Al-Nassr
  Ziyad Al-Johani                | #16 | CM   | Al-Ahli
  Khalid Al-Ghannam              | #17 | ST   | Al-Ettifaq
  Alaa Al-Hejji                  | #18 | CM   | Neom
  Abdullah Al-Hamdan             | #19 | ST   | Al-Nassr
  Sultan Mandash                 | #20 | ST   | Al-Hilal
  Mohammed Al-Owais              | #21 | GK   | Al-Ula
  Ahmed Al-Kassar                | #22 | GK   | Al-Qadsiah
  Mohamed Kanno                  | #23 | CM   | Al-Hilal
  Moteb Al-Harbi                 | #24 | CB   | Al-Hilal
  Jehad Thakri                   | #25 | CB   | Al-Qadsiah
  Mohammed Abu Al-Shamat         | #26 | CB   | Al-Qadsiah

[Scotland] (19 players)
  Angus Gunn                     | # 1 | GK   | Nottingham Forest
  Scott McTominay                | # 4 | CM   | Napoli
  Grant Hanley                   | # 5 | CB   | Hibernian
  Kieran Tierney                 | # 6 | CB   | Celtic
  Lyndon Dykes                   | # 9 | ST   | Charlton Athletic
  Ché Adams                      | #10 | ST   | Torino
  Liam Kelly                     | #12 | GK   | Rangers
  Jack Hendry                    | #13 | CB   | Al-Ettifaq
  Ross Stewart                   | #14 | ST   | Southampton
  John Souttar                   | #15 | CB   | Rangers
  Dominic Hyam                   | #16 | CB   | Wrexham
  George Hirst                   | #18 | ST   | Ipswich Town
  Lewis Ferguson                 | #19 | CM   | Bologna
  Lawrence Shankland             | #20 | ST   | Heart of Midlothian
  Craig Gordon                   | #21 | GK   | Heart of Midlothian
  Kenny McLean                   | #23 | CM   | Norwich City
  Anthony Ralston                | #24 | CB   | Celtic
  Findlay Curtis                 | #25 | ST   | Kilmarnock
  Scott McKenna                  | #26 | CB   | Dinamo Zagreb

[Senegal] (19 players)
  Yehvann Diouf                  | # 1 | GK   | Nice
  Kalidou Koulibaly              | # 3 | CB   | Al-Hilal
  Abdoulaye Seck                 | # 4 | CB   | Maccabi Haifa
  Pathé Ciss                     | # 6 | CM   | Rayo Vallecano
  Assane Diao                    | # 7 | ST   | Como
  Lamine Camara                  | # 8 | CM   | Monaco
  Bamba Dieng                    | # 9 | ST   | Lorient
  Sadio Mané                     | #10 | ST   | Al-Nassr
  Cherif Ndiaye                  | #12 | ST   | Samsunspor
  Ismail Jakobs                  | #14 | CB   | Galatasaray
  Krépin Diatta                  | #15 | CB   | Monaco
  Édouard Mendy                  | #16 | GK   | Al-Ahli
  Pape Matar Sarr                | #17 | CM   | Tottenham Hotspur
  Moussa Niakhaté                | #19 | CB   | Lyon
  Ibrahim Mbaye                  | #20 | ST   | Paris Saint-Germain
  Bara Sapoko Ndiaye             | #22 | CM   | Bayern Munich
  Mory Diaw                      | #23 | GK   | Le Havre
  Antoine Mendy                  | #24 | CB   | Nice
  Pape Gueye                     | #26 | CM   | Villarreal

[South Africa] (25 players)
  Ronwen Williams                | # 1 | GK   | Mamelodi Sundowns
  Thabang Matuludi               | # 2 | CB   | Polokwane City
  Khulumani Ndamane              | # 3 | CB   | Mamelodi Sundowns
  Teboho Mokoena                 | # 4 | CM   | Mamelodi Sundowns
  Thalente Mbatha                | # 5 | CM   | Orlando Pirates
  Aubrey Modiba                  | # 6 | CB   | Mamelodi Sundowns
  Oswin Appollis                 | # 7 | ST   | Orlando Pirates
  Tshepang Moremi                | # 8 | ST   | Orlando Pirates
  Relebohile Mofokeng            | #10 | ST   | Orlando Pirates
  Themba Zwane                   | #11 | CM   | Mamelodi Sundowns
  Thapelo Maseko                 | #12 | ST   | AEL Limassol
  Sphephelo Sithole              | #13 | CM   | Tondela
  Mbekezeli Mbokazi              | #14 | CB   | Chicago Fire FC
  Iqraam Rayners                 | #15 | ST   | Mamelodi Sundowns
  Sipho Chaine                   | #16 | GK   | Orlando Pirates
  Evidence Makgopa               | #17 | ST   | Orlando Pirates
  Samukele Kabini                | #18 | CB   | Molde
  Nkosinathi Sibisi              | #19 | CB   | Orlando Pirates
  Khuliso Mudau                  | #20 | CB   | Mamelodi Sundowns
  Ime Okon                       | #21 | CB   | Hannover 96
  Ricardo Goss                   | #22 | GK   | Siwelele
  Jayden Adams                   | #23 | CM   | Mamelodi Sundowns
  Olwethu Makhanya               | #24 | CB   | Philadelphia Union
  Kamogelo Sebelebele            | #25 | ST   | Orlando Pirates
  Bradley Cross                  | #26 | CB   | Kaizer Chiefs

[South Korea] (26 players)
  Kim Seung-gyu                  | # 1 | GK   | FC Tokyo
  Lee Han-beom                   | # 2 | CB   | Midtjylland
  Lee Gi-hyuk                    | # 3 | CM   | Gangwon FC
  Kim Min-jae                    | # 4 | CB   | Bayern Munich
  Kim Tae-hyeon                  | # 5 | CB   | Kashima Antlers
  Hwang In-beom                  | # 6 | CM   | Feyenoord
  Son Heung-min                  | # 7 | ST   | Los Angeles FC
  Paik Seung-ho                  | # 8 | CM   | Birmingham City
  Cho Gue-sung                   | # 9 | ST   | Midtjylland
  Lee Jae-sung                   | #10 | CM   | Mainz 05
  Hwang Hee-chan                 | #11 | CM   | Wolverhampton Wanderers
  Song Bum-keun                  | #12 | GK   | Jeonbuk Hyundai Motors
  Lee Tae-seok                   | #13 | CB   | Austria Wien
  Cho Wi-je                      | #14 | CB   | Jeonbuk Hyundai Motors
  Kim Moon-hwan                  | #15 | CB   | Daejeon Hana Citizen
  Park Jin-seob                  | #16 | CB   | Zhejiang
  Bae Jun-ho                     | #17 | CM   | Stoke City
  Oh Hyeon-gyu                   | #18 | ST   | Beşiktaş
  Lee Kang-in                    | #19 | CM   | Paris Saint-Germain
  Yang Hyun-jun                  | #20 | CM   | Celtic
  Jo Hyeon-woo                   | #21 | GK   | Ulsan HD
  Seol Young-woo                 | #22 | CB   | Red Star Belgrade
  Jens Castrop                   | #23 | CB   | Borussia Mönchengladbach
  Kim Jin-gyu                    | #24 | CM   | Jeonbuk Hyundai Motors
  Eom Ji-sung                    | #25 | CM   | Swansea City
  Lee Dong-gyeong                | #26 | CM   | Ulsan HD

[Spain] (26 players)
  David Raya                     | # 1 | GK   | Arsenal
  Marc Pubill                    | # 2 | CB   | Atlético Madrid
  Álex Grimaldo                  | # 3 | CB   | Bayer Leverkusen
  Eric García                    | # 4 | CB   | Barcelona
  Marcos Llorente                | # 5 | CB   | Atlético Madrid
  Mikel Merino                   | # 6 | CM   | Arsenal
  Ferran Torres                  | # 7 | ST   | Barcelona
  Fabián Ruiz                    | # 8 | CM   | Paris Saint-Germain
  Gavi                           | # 9 | CM   | Barcelona
  Dani Olmo                      | #10 | ST   | Barcelona
  Yéremy Pino                    | #11 | ST   | Crystal Palace
  Pedro Porro                    | #12 | CB   | Tottenham Hotspur
  Joan Garcia                    | #13 | GK   | Barcelona
  Aymeric Laporte                | #14 | CB   | Athletic Bilbao
  Álex Baena                     | #15 | CM   | Atlético Madrid
  Rodri                          | #16 | CM   | Manchester City
  Nico Williams                  | #17 | ST   | Athletic Bilbao
  Martín Zubimendi               | #18 | CM   | Arsenal
  Lamine Yamal                   | #19 | ST   | Barcelona
  Pedri                          | #20 | CM   | Barcelona
  Mikel Oyarzabal                | #21 | ST   | Real Sociedad
  Pau Cubarsí                    | #22 | CB   | Barcelona
  Unai Simón                     | #23 | GK   | Athletic Bilbao
  Marc Cucurella                 | #24 | CB   | Chelsea
  Víctor Muñoz                   | #25 | ST   | Osasuna
  Borja Iglesias                 | #26 | ST   | Celta Vigo

[Sweden] (19 players)
  Jacob Widell Zetterström       | # 1 | GK   | Derby County
  Gustaf Lagerbielke             | # 2 | CB   | Braga
  Isak Hien                      | # 4 | CB   | Atalanta
  Herman Johansson               | # 6 | CB   | FC Dallas
  Lucas Bergvall                 | # 7 | CM   | Tottenham Hotspur
  Daniel Svensson                | # 8 | CB   | Borussia Dortmund
  Benjamin Nygren                | #10 | CM   | Celtic
  Viktor Johansson               | #12 | GK   | Stoke City
  Ken Sema                       | #13 | CM   | Pafos
  Carl Starfelt                  | #15 | CB   | Celta Vigo
  Jesper Karlström               | #16 | CM   | Udinese
  Mattias Svanberg               | #19 | CM   | VfL Wolfsburg
  Eric Smith                     | #20 | CB   | FC St. Pauli
  Alexander Bernhardsson         | #21 | CB   | Holstein Kiel
  Besfort Zeneli                 | #22 | CM   | Union Saint-Gilloise
  Kristoffer Nordfeldt           | #23 | GK   | AIK
  Elliot Stroud                  | #24 | CB   | Mjällby AIF
  Gustaf Nilsson                 | #25 | ST   | Club Brugge
  Taha Ali                       | #26 | ST   | Malmö FF

[Switzerland] (22 players)
  Gregor Kobel                   | # 1 | GK   | Borussia Dortmund
